ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2025-08-19T17:26:00.000,0.99,51.39,0.62,0.78
2025-08-19T17:27:00.000,0.97,50.10,0.62,0.75
2025-08-19T17:28:00.000,0.97,51.20,0.61,0.75
2025-08-19T17:29:00.000,0.93,48.56,0.62,0.70
2025-08-19T17:30:00.000,0.93,48.88,0.61,0.70
2025-08-19T17:31:00.000,0.91,48.67,0.60,0.69
2025-08-19T17:32:00.000,0.91,48.80,0.60,0.69
2025-08-19T17:33:00.000,0.90,48.62,0.59,0.67
2025-08-19T17:34:00.000,0.90,47.96,0.60,0.67
2025-08-19T17:35:00.000,0.91,47.26,0.62,0.67
2025-08-19T17:36:00.000,0.91,48.36,0.60,0.68
2025-08-19T17:37:00.000,0.91,48.61,0.60,0.68
2025-08-19T17:38:00.000,0.90,48.78,0.59,0.68
2025-08-19T17:39:00.000,0.89,47.60,0.60,0.66
2025-08-19T17:40:00.000,0.90,47.64,0.61,0.66
2025-08-19T17:41:00.000,0.87,46.67,0.60,0.63
2025-08-19T17:42:00.000,0.85,49.52,0.55,0.64
2025-08-19T17:43:00.000,0.82,47.20,0.56,0.60
2025-08-19T17:44:00.000,0.82,47.54,0.56,0.61
2025-08-19T17:45:00.000,0.82,47.74,0.55,0.61
2025-08-19T17:46:00.000,0.80,48.16,0.54,0.60
2025-08-19T17:47:00.000,0.82,48.73,0.54,0.62
2025-08-19T17:48:00.000,0.83,46.89,0.57,0.61
2025-08-19T17:49:00.000,0.85,48.22,0.57,0.64
2025-08-19T17:50:00.000,0.84,49.73,0.54,0.64
2025-08-19T17:51:00.000,0.85,47.54,0.58,0.63
2025-08-19T17:52:00.000,0.84,47.91,0.56,0.62
2025-08-19T17:53:00.000,0.81,50.59,0.51,0.63
2025-08-19T17:54:00.000,0.84,48.27,0.56,0.63
2025-08-19T17:55:00.000,0.80,46.89,0.55,0.58
2025-08-19T17:56:00.000,0.81,47.39,0.55,0.59
2025-08-19T17:57:00.000,0.83,45.24,0.58,0.59
2025-08-19T17:58:00.000,0.85,46.55,0.59,0.62
2025-08-19T17:59:00.000,0.88,47.33,0.60,0.65
2025-08-19T18:00:00.000,0.89,47.00,0.61,0.65
2025-08-19T18:01:00.000,0.87,47.27,0.59,0.64
2025-08-19T18:02:00.000,0.89,46.96,0.61,0.65
2025-08-19T18:03:00.000,0.87,47.04,0.59,0.64
2025-08-19T18:04:00.000,0.88,46.52,0.60,0.64
2025-08-19T18:05:00.000,0.87,46.67,0.60,0.63
2025-08-19T18:06:00.000,0.89,48.17,0.59,0.66
2025-08-19T18:07:00.000,0.88,47.26,0.60,0.65
2025-08-19T18:08:00.000,0.90,48.38,0.60,0.67
2025-08-19T18:09:00.000,0.89,47.21,0.61,0.66
2025-08-19T18:10:00.000,0.95,48.81,0.63,0.72
2025-08-19T18:11:00.000,0.98,47.15,0.66,0.72
2025-08-19T18:12:00.000,1.06,47.89,0.71,0.79
2025-08-19T18:13:00.000,1.13,49.19,0.74,0.85
2025-08-19T18:14:00.000,1.06,48.78,0.70,0.80
2025-08-19T18:15:00.000,1.02,48.03,0.68,0.75
2025-08-19T18:16:00.000,1.06,49.10,0.69,0.80
2025-08-19T18:17:00.000,1.05,48.98,0.69,0.80
2025-08-19T18:18:00.000,1.05,48.68,0.69,0.79
2025-08-19T18:19:00.000,1.06,48.47,0.70,0.80
2025-08-19T18:20:00.000,1.11,48.54,0.73,0.83
2025-08-19T18:21:00.000,1.15,49.50,0.75,0.87
2025-08-19T18:22:00.000,1.24,42.23,0.92,0.83
2025-08-19T18:23:00.000,1.31,48.21,0.87,0.97
2025-08-19T18:24:00.000,1.23,49.83,0.79,0.94
2025-08-19T18:25:00.000,1.20,46.91,0.82,0.87
2025-08-19T18:26:00.000,1.17,46.55,0.80,0.85
2025-08-19T18:27:00.000,1.11,47.42,0.75,0.82
2025-08-19T18:28:00.000,1.10,48.38,0.73,0.82
2025-08-19T18:29:00.000,1.11,47.95,0.75,0.83
2025-08-19T18:30:00.000,1.14,46.74,0.78,0.83
2025-08-19T18:31:00.000,1.10,46.71,0.76,0.80
2025-08-19T18:32:00.000,1.23,45.68,0.86,0.88
2025-08-19T18:33:00.000,1.26,44.73,0.89,0.89
2025-08-19T18:34:00.000,1.20,43.31,0.87,0.82
2025-08-19T18:35:00.000,1.18,44.28,0.84,0.82
2025-08-19T18:36:00.000,1.23,40.86,0.93,0.80
2025-08-19T18:37:00.000,1.20,40.66,0.91,0.78
2025-08-19T18:38:00.000,1.22,37.02,0.97,0.73
2025-08-19T18:39:00.000,1.18,40.85,0.89,0.77
2025-08-19T18:40:00.000,1.11,40.76,0.84,0.72
2025-08-19T18:41:00.000,1.07,42.88,0.78,0.73
2025-08-19T18:42:00.000,1.07,44.55,0.76,0.75
2025-08-19T18:43:00.000,1.08,44.20,0.77,0.75
2025-08-19T18:44:00.000,1.05,45.76,0.73,0.75
2025-08-19T18:45:00.000,1.04,44.80,0.74,0.73
2025-08-19T18:46:00.000,1.02,45.61,0.72,0.73
2025-08-19T18:47:00.000,1.02,45.64,0.71,0.73
2025-08-19T18:48:00.000,1.01,45.75,0.70,0.72
2025-08-19T18:49:00.000,1.01,46.70,0.69,0.74
2025-08-19T18:50:00.000,1.01,45.84,0.70,0.72
2025-08-19T18:51:00.000,1.00,45.35,0.70,0.71
2025-08-19T18:52:00.000,1.00,45.36,0.70,0.71
2025-08-19T18:53:00.000,1.00,45.23,0.70,0.71
2025-08-19T18:54:00.000,1.00,45.20,0.70,0.71
2025-08-19T18:55:00.000,1.00,45.26,0.70,0.71
2025-08-19T18:56:00.000,0.99,46.02,0.69,0.71
2025-08-19T18:57:00.000,0.99,46.25,0.69,0.72
2025-08-19T18:58:00.000,0.99,45.88,0.69,0.71
2025-08-19T18:59:00.000,0.99,46.51,0.68,0.72
2025-08-19T19:00:00.000,0.98,45.90,0.68,0.71
2025-08-19T19:01:00.000,0.99,46.25,0.68,0.71
2025-08-19T19:02:00.000,1.00,47.10,0.68,0.73
2025-08-19T19:03:00.000,0.99,46.13,0.69,0.72
2025-08-19T19:04:00.000,0.99,46.92,0.68,0.72
2025-08-19T19:05:00.000,0.99,46.75,0.68,0.72
2025-08-19T19:06:00.000,0.98,46.62,0.67,0.71
2025-08-19T19:07:00.000,0.99,46.83,0.68,0.72
2025-08-19T19:08:00.000,0.98,46.50,0.68,0.71
2025-08-19T19:09:00.000,0.98,47.88,0.66,0.73
2025-08-19T19:10:00.000,1.00,47.46,0.67,0.74
2025-08-19T19:11:00.000,1.00,47.43,0.68,0.74
2025-08-19T19:12:00.000,1.00,46.89,0.68,0.73
2025-08-19T19:13:00.000,1.00,47.79,0.67,0.74
2025-08-19T19:14:00.000,1.00,47.16,0.68,0.73
2025-08-19T19:15:00.000,1.01,47.65,0.68,0.74
2025-08-19T19:16:00.000,1.01,47.25,0.68,0.74
2025-08-19T19:17:00.000,1.01,47.54,0.68,0.74
2025-08-19T19:18:00.000,1.02,48.31,0.68,0.76
2025-08-19T19:19:00.000,1.02,47.19,0.69,0.75
2025-08-19T19:20:00.000,1.01,47.18,0.68,0.74
2025-08-19T19:21:00.000,1.01,46.63,0.69,0.73
2025-08-19T19:22:00.000,1.02,47.69,0.68,0.75
2025-08-19T19:23:00.000,1.01,47.95,0.68,0.75
2025-08-19T19:24:00.000,1.02,49.16,0.67,0.77
2025-08-19T19:25:00.000,1.01,48.19,0.68,0.76
2025-08-19T19:26:00.000,1.00,47.86,0.67,0.74
2025-08-19T19:27:00.000,0.99,47.65,0.67,0.74
2025-08-19T19:28:00.000,0.99,47.00,0.68,0.73
2025-08-19T19:29:00.000,0.98,46.52,0.67,0.71
2025-08-19T19:30:00.000,0.99,46.63,0.68,0.72
2025-08-19T19:31:00.000,0.99,46.20,0.68,0.71
2025-08-19T19:32:00.000,1.01,43.37,0.73,0.69
2025-08-19T19:33:00.000,0.98,46.28,0.68,0.71
2025-08-19T19:34:00.000,0.99,45.60,0.69,0.70
2025-08-19T19:35:00.000,0.98,46.44,0.68,0.71
2025-08-19T19:36:00.000,0.99,45.35,0.69,0.70
2025-08-19T19:37:00.000,1.01,45.33,0.71,0.72
2025-08-19T19:38:00.000,1.00,46.22,0.69,0.72
2025-08-19T19:39:00.000,1.00,45.91,0.69,0.72
2025-08-19T19:40:00.000,0.98,46.44,0.68,0.71
2025-08-19T19:41:00.000,0.98,46.64,0.67,0.71
2025-08-19T19:42:00.000,0.94,47.05,0.64,0.69
2025-08-19T19:43:00.000,0.93,47.55,0.63,0.69
2025-08-19T19:44:00.000,0.93,46.85,0.64,0.68
2025-08-19T19:45:00.000,0.94,47.40,0.63,0.69
2025-08-19T19:46:00.000,0.94,47.26,0.64,0.69
2025-08-19T19:47:00.000,0.95,47.48,0.64,0.70
2025-08-19T19:48:00.000,0.94,47.51,0.64,0.69
2025-08-19T19:49:00.000,0.95,47.87,0.64,0.70
2025-08-19T19:50:00.000,0.95,47.58,0.64,0.70
2025-08-19T19:51:00.000,0.96,47.97,0.64,0.71
2025-08-19T19:52:00.000,0.95,47.89,0.64,0.71
2025-08-19T19:53:00.000,0.95,47.64,0.64,0.70
2025-08-19T19:54:00.000,0.95,47.66,0.64,0.70
2025-08-19T19:55:00.000,0.95,47.75,0.64,0.71
2025-08-19T19:56:00.000,0.95,47.73,0.64,0.70
2025-08-19T19:57:00.000,0.96,47.84,0.64,0.71
2025-08-19T19:58:00.000,0.97,48.20,0.64,0.72
2025-08-19T19:59:00.000,0.99,48.49,0.65,0.74
2025-08-19T20:00:00.000,1.01,48.94,0.66,0.76
2025-08-19T20:01:00.000,1.03,49.01,0.67,0.78
2025-08-19T20:02:00.000,1.02,49.64,0.66,0.78
2025-08-19T20:03:00.000,1.00,50.34,0.64,0.77
2025-08-19T20:04:00.000,1.00,50.98,0.63,0.78
2025-08-19T20:05:00.000,1.05,51.05,0.66,0.81
2025-08-19T20:06:00.000,1.04,49.64,0.67,0.79
2025-08-19T20:07:00.000,1.03,49.12,0.67,0.78
2025-08-19T20:08:00.000,1.03,50.67,0.65,0.80
2025-08-19T20:09:00.000,1.06,50.13,0.68,0.81
2025-08-19T20:10:00.000,1.07,48.46,0.71,0.80
2025-08-19T20:11:00.000,1.07,50.09,0.69,0.82
2025-08-19T20:12:00.000,1.06,49.04,0.69,0.80
2025-08-19T20:13:00.000,1.04,49.35,0.68,0.79
2025-08-19T20:14:00.000,1.03,48.06,0.69,0.77
2025-08-19T20:15:00.000,1.02,48.32,0.68,0.76
2025-08-19T20:16:00.000,0.99,47.88,0.67,0.74
2025-08-19T20:17:00.000,1.13,40.71,0.86,0.74
2025-08-19T20:18:00.000,1.18,39.52,0.91,0.75
2025-08-19T20:19:00.000,1.19,39.27,0.92,0.75
2025-08-19T20:20:00.000,1.21,39.17,0.93,0.76
2025-08-19T20:21:00.000,1.20,39.29,0.93,0.76
2025-08-19T20:22:00.000,1.20,39.32,0.93,0.76
2025-08-19T20:23:00.000,1.22,38.99,0.95,0.77
2025-08-19T20:24:00.000,1.22,39.12,0.95,0.77
2025-08-19T20:25:00.000,1.21,38.96,0.94,0.76
2025-08-19T20:26:00.000,1.19,38.76,0.93,0.74
2025-08-19T20:27:00.000,1.17,38.11,0.92,0.72
2025-08-19T20:28:00.000,1.17,38.71,0.91,0.73
2025-08-19T20:29:00.000,1.17,38.36,0.92,0.72
2025-08-19T20:30:00.000,1.04,41.47,0.78,0.69
2025-08-19T20:31:00.000,0.97,44.84,0.69,0.69
2025-08-19T20:32:00.000,0.99,44.46,0.71,0.69
2025-08-19T20:33:00.000,0.97,44.96,0.69,0.69
2025-08-19T20:34:00.000,0.98,44.02,0.70,0.68
2025-08-19T20:35:00.000,0.99,45.89,0.69,0.71
2025-08-19T20:36:00.000,0.98,43.95,0.70,0.68
2025-08-19T20:37:00.000,0.96,43.74,0.70,0.67
2025-08-19T20:38:00.000,0.95,43.95,0.69,0.66
2025-08-19T20:39:00.000,0.94,43.80,0.68,0.65
2025-08-19T20:40:00.000,0.91,39.48,0.70,0.58
2025-08-19T20:41:00.000,0.90,40.93,0.68,0.59
2025-08-19T20:42:00.000,0.90,41.96,0.67,0.60
2025-08-19T20:43:00.000,0.91,43.89,0.66,0.63
2025-08-19T20:44:00.000,0.92,42.62,0.68,0.63
2025-08-19T20:45:00.000,0.91,42.76,0.67,0.62
2025-08-19T20:46:00.000,0.94,42.78,0.69,0.64
2025-08-19T20:47:00.000,0.90,41.92,0.67,0.60
2025-08-19T20:48:00.000,0.94,42.31,0.70,0.63
2025-08-19T20:49:00.000,0.94,42.86,0.69,0.64
2025-08-19T20:50:00.000,0.94,40.74,0.72,0.62
2025-08-19T20:51:00.000,0.94,42.64,0.69,0.64
2025-08-19T20:52:00.000,0.94,43.95,0.68,0.65
2025-08-19T20:53:00.000,0.94,44.47,0.67,0.66
2025-08-19T20:54:00.000,0.95,44.27,0.68,0.67
2025-08-19T20:55:00.000,0.96,43.42,0.70,0.66
2025-08-19T20:56:00.000,0.97,43.82,0.70,0.67
2025-08-19T20:57:00.000,0.96,44.25,0.69,0.67
2025-08-19T20:58:00.000,0.97,45.71,0.68,0.70
2025-08-19T20:59:00.000,0.99,44.82,0.70,0.69
2025-08-19T21:00:00.000,0.96,44.53,0.68,0.67
2025-08-19T21:01:00.000,0.96,44.99,0.68,0.68
2025-08-19T21:02:00.000,0.97,45.81,0.68,0.69
2025-08-19T21:03:00.000,0.98,45.73,0.69,0.70
2025-08-19T21:04:00.000,0.97,44.88,0.69,0.69
2025-08-19T21:05:00.000,0.97,44.76,0.69,0.68
2025-08-19T21:06:00.000,0.98,47.17,0.66,0.72
2025-08-19T21:07:00.000,0.99,47.20,0.67,0.73
2025-08-19T21:08:00.000,1.03,51.37,0.64,0.81
2025-08-19T21:09:00.000,1.17,50.15,0.75,0.90
2025-08-19T21:10:00.000,1.03,46.02,0.72,0.74
2025-08-19T21:11:00.000,1.08,48.30,0.72,0.80
2025-08-19T21:12:00.000,1.06,48.80,0.70,0.80
2025-08-19T21:13:00.000,1.05,48.93,0.69,0.80
2025-08-19T21:14:00.000,1.05,46.64,0.72,0.76
2025-08-19T21:15:00.000,1.05,46.32,0.72,0.76
2025-08-19T21:16:00.000,1.04,46.15,0.72,0.75
2025-08-19T21:17:00.000,1.03,45.28,0.72,0.73
2025-08-19T21:18:00.000,1.04,46.07,0.72,0.75
2025-08-19T21:19:00.000,1.02,45.83,0.71,0.73
2025-08-19T21:20:00.000,1.01,45.86,0.70,0.72
2025-08-19T21:21:00.000,1.03,46.07,0.71,0.74
2025-08-19T21:22:00.000,1.01,46.18,0.70,0.73
2025-08-19T21:23:00.000,0.98,45.09,0.70,0.70
2025-08-19T21:24:00.000,0.98,46.04,0.68,0.71
2025-08-19T21:25:00.000,0.99,45.27,0.69,0.70
2025-08-19T21:26:00.000,0.99,45.65,0.69,0.71
2025-08-19T21:27:00.000,0.99,46.10,0.68,0.71
2025-08-19T21:28:00.000,1.01,46.18,0.70,0.73
2025-08-19T21:29:00.000,1.01,46.53,0.70,0.74
2025-08-19T21:30:00.000,1.00,45.84,0.70,0.72
2025-08-19T21:31:00.000,1.00,45.84,0.70,0.72
2025-08-19T21:32:00.000,1.00,45.71,0.70,0.71
2025-08-19T21:33:00.000,0.99,45.25,0.69,0.70
2025-08-19T21:34:00.000,0.98,45.54,0.69,0.70
2025-08-19T21:35:00.000,0.97,46.45,0.67,0.71
2025-08-19T21:36:00.000,0.98,45.65,0.69,0.70
2025-08-19T21:37:00.000,0.98,45.90,0.68,0.70
2025-08-19T21:38:00.000,0.98,45.87,0.68,0.71
2025-08-19T21:39:00.000,0.99,45.81,0.69,0.71
2025-08-19T21:40:00.000,1.00,45.91,0.69,0.72
2025-08-19T21:41:00.000,1.00,46.26,0.69,0.73
2025-08-19T21:42:00.000,1.02,46.37,0.70,0.74
2025-08-19T21:43:00.000,0.99,45.89,0.69,0.71
2025-08-19T21:44:00.000,0.98,45.73,0.68,0.70
2025-08-19T21:45:00.000,0.97,45.47,0.68,0.69
2025-08-19T21:46:00.000,0.97,45.48,0.68,0.69
2025-08-19T21:47:00.000,0.97,45.46,0.68,0.69
2025-08-19T21:48:00.000,0.97,45.15,0.69,0.69
2025-08-19T21:49:00.000,0.98,45.43,0.69,0.70
2025-08-19T21:50:00.000,0.98,45.68,0.68,0.70
2025-08-19T21:51:00.000,1.00,45.99,0.69,0.72
2025-08-19T21:52:00.000,1.01,46.32,0.70,0.73
2025-08-19T21:53:00.000,1.02,45.97,0.71,0.74
2025-08-19T21:54:00.000,1.02,46.24,0.71,0.74
2025-08-19T21:55:00.000,1.03,46.83,0.70,0.75
2025-08-19T21:56:00.000,1.02,46.61,0.70,0.74
2025-08-19T21:57:00.000,1.01,45.83,0.70,0.72
2025-08-19T21:58:00.000,1.01,45.43,0.71,0.72
2025-08-19T21:59:00.000,1.01,45.66,0.70,0.72
2025-08-19T22:00:00.000,1.02,45.58,0.71,0.73
2025-08-19T22:01:00.000,1.06,46.12,0.73,0.76
2025-08-19T22:02:00.000,1.13,46.83,0.78,0.83
2025-08-19T22:03:00.000,1.18,47.84,0.79,0.88
2025-08-19T22:04:00.000,1.23,46.82,0.84,0.90
2025-08-19T22:05:00.000,1.22,46.96,0.83,0.89
2025-08-19T22:06:00.000,1.17,47.20,0.80,0.86
2025-08-19T22:07:00.000,1.12,46.91,0.77,0.82
2025-08-19T22:08:00.000,1.09,46.27,0.75,0.79
2025-08-19T22:09:00.000,1.05,46.46,0.72,0.76
2025-08-19T22:10:00.000,1.03,46.27,0.72,0.75
2025-08-19T22:11:00.000,1.05,45.42,0.74,0.75
2025-08-19T22:12:00.000,1.06,46.20,0.74,0.77
2025-08-19T22:13:00.000,1.07,46.04,0.74,0.77
2025-08-19T22:14:00.000,1.07,46.40,0.74,0.77
2025-08-19T22:15:00.000,1.07,46.18,0.74,0.77
2025-08-19T22:16:00.000,1.04,46.10,0.72,0.75
2025-08-19T22:17:00.000,1.01,46.01,0.70,0.73
2025-08-19T22:18:00.000,1.00,45.88,0.70,0.72
2025-08-19T22:19:00.000,0.98,45.35,0.69,0.70
2025-08-19T22:20:00.000,0.98,45.31,0.69,0.70
2025-08-19T22:21:00.000,0.97,45.77,0.68,0.69
2025-08-19T22:22:00.000,0.98,45.27,0.69,0.69
2025-08-19T22:23:00.000,0.97,45.20,0.69,0.69
2025-08-19T22:24:00.000,0.99,45.29,0.70,0.70
2025-08-19T22:25:00.000,1.00,45.55,0.70,0.71
2025-08-19T22:26:00.000,0.99,45.17,0.70,0.70
2025-08-19T22:27:00.000,0.97,45.09,0.69,0.69
2025-08-19T22:28:00.000,0.96,44.80,0.68,0.68
2025-08-19T22:29:00.000,0.93,44.38,0.66,0.65
2025-08-19T22:30:00.000,0.91,44.02,0.65,0.63
2025-08-19T22:31:00.000,0.92,43.28,0.67,0.63
2025-08-19T22:32:00.000,0.94,43.41,0.68,0.64
2025-08-19T22:33:00.000,0.96,43.71,0.69,0.66
2025-08-19T22:34:00.000,0.97,44.22,0.69,0.68
2025-08-19T22:35:00.000,0.98,44.43,0.70,0.68
2025-08-19T22:36:00.000,0.97,43.96,0.70,0.67
2025-08-19T22:37:00.000,0.97,43.95,0.70,0.68
2025-08-19T22:38:00.000,0.97,44.47,0.69,0.68
2025-08-19T22:39:00.000,0.97,44.13,0.69,0.67
2025-08-19T22:40:00.000,0.96,44.57,0.68,0.67
2025-08-19T22:41:00.000,0.97,44.55,0.69,0.68
2025-08-19T22:42:00.000,0.96,45.45,0.67,0.68
2025-08-19T22:43:00.000,0.97,44.93,0.69,0.69
2025-08-19T22:44:00.000,1.01,45.56,0.71,0.72
2025-08-19T22:45:00.000,1.06,44.86,0.75,0.75
2025-08-19T22:46:00.000,1.06,45.93,0.74,0.76
2025-08-19T22:47:00.000,1.09,45.67,0.76,0.78
2025-08-19T22:48:00.000,1.05,45.65,0.73,0.75
2025-08-19T22:49:00.000,1.00,45.42,0.70,0.71
2025-08-19T22:50:00.000,0.99,45.20,0.70,0.70
2025-08-19T22:51:00.000,0.99,45.27,0.69,0.70
2025-08-19T22:52:00.000,0.98,45.06,0.69,0.69
2025-08-19T22:53:00.000,0.99,45.61,0.69,0.71
2025-08-19T22:54:00.000,1.02,46.10,0.71,0.73
2025-08-19T22:55:00.000,1.07,46.24,0.74,0.78
2025-08-19T22:56:00.000,1.13,46.16,0.78,0.82
2025-08-19T22:57:00.000,1.18,46.94,0.81,0.86
2025-08-19T22:58:00.000,1.18,48.05,0.79,0.87
2025-08-19T22:59:00.000,1.11,47.05,0.76,0.81
2025-08-19T23:00:00.000,1.07,46.24,0.74,0.77
2025-08-19T23:01:00.000,1.01,46.73,0.69,0.74
2025-08-19T23:02:00.000,0.98,47.04,0.67,0.72
2025-08-19T23:03:00.000,0.99,46.38,0.68,0.72
2025-08-19T23:04:00.000,0.98,46.26,0.68,0.71
2025-08-19T23:05:00.000,0.99,47.07,0.67,0.72
2025-08-19T23:06:00.000,1.02,46.85,0.69,0.74
2025-08-19T23:07:00.000,1.04,47.07,0.71,0.76
2025-08-19T23:08:00.000,1.06,47.75,0.71,0.78
2025-08-19T23:09:00.000,1.05,47.23,0.71,0.77
2025-08-19T23:10:00.000,1.01,46.04,0.70,0.73
2025-08-19T23:11:00.000,0.98,45.96,0.68,0.71
2025-08-19T23:12:00.000,0.96,45.93,0.66,0.69
2025-08-19T23:13:00.000,0.94,46.24,0.65,0.68
2025-08-19T23:14:00.000,0.93,47.63,0.63,0.69
2025-08-19T23:15:00.000,0.95,46.42,0.65,0.69
2025-08-19T23:16:00.000,0.98,46.40,0.67,0.71
2025-08-19T23:17:00.000,0.99,46.42,0.68,0.72
2025-08-19T23:18:00.000,1.05,47.25,0.71,0.77
2025-08-19T23:19:00.000,1.05,48.21,0.70,0.79
2025-08-19T23:20:00.000,1.04,47.87,0.70,0.77
2025-08-19T23:21:00.000,0.99,45.97,0.69,0.71
2025-08-19T23:22:00.000,0.97,45.97,0.68,0.70
2025-08-19T23:23:00.000,0.95,45.54,0.67,0.68
2025-08-19T23:24:00.000,0.96,45.47,0.67,0.68
2025-08-19T23:25:00.000,0.96,45.03,0.68,0.68
2025-08-19T23:26:00.000,0.96,45.08,0.68,0.68
2025-08-19T23:27:00.000,0.97,45.27,0.68,0.69
2025-08-19T23:28:00.000,1.00,45.60,0.70,0.72
2025-08-19T23:29:00.000,0.99,45.29,0.70,0.70
2025-08-19T23:30:00.000,0.99,45.26,0.70,0.70
2025-08-19T23:31:00.000,0.99,45.50,0.69,0.71
2025-08-19T23:32:00.000,0.97,44.95,0.69,0.69
2025-08-19T23:33:00.000,0.96,44.91,0.68,0.68
2025-08-19T23:34:00.000,0.96,44.97,0.68,0.68
2025-08-19T23:35:00.000,0.97,45.45,0.68,0.69
2025-08-19T23:36:00.000,0.98,45.21,0.69,0.70
2025-08-19T23:37:00.000,1.02,46.82,0.70,0.74
2025-08-19T23:38:00.000,1.07,46.57,0.73,0.78
2025-08-19T23:39:00.000,1.13,46.80,0.77,0.82
2025-08-19T23:40:00.000,1.15,47.20,0.78,0.84
2025-08-19T23:41:00.000,1.15,47.75,0.77,0.85
2025-08-19T23:42:00.000,1.17,47.61,0.79,0.86
2025-08-19T23:43:00.000,1.06,47.02,0.72,0.78
2025-08-19T23:44:00.000,1.05,45.54,0.74,0.75
2025-08-19T23:45:00.000,1.07,46.03,0.74,0.77
2025-08-19T23:46:00.000,1.06,46.30,0.73,0.77
2025-08-19T23:47:00.000,1.13,45.90,0.79,0.81
2025-08-19T23:48:00.000,1.26,47.22,0.86,0.93
2025-08-19T23:49:00.000,1.33,48.48,0.88,1.00
2025-08-19T23:50:00.000,1.34,49.31,0.87,1.01
2025-08-19T23:51:00.000,1.25,49.19,0.81,0.94
2025-08-19T23:52:00.000,1.22,47.13,0.83,0.90
2025-08-19T23:53:00.000,1.18,49.07,0.77,0.89
2025-08-19T23:54:00.000,1.07,47.18,0.73,0.79
2025-08-19T23:55:00.000,1.05,46.56,0.72,0.76
2025-08-19T23:56:00.000,1.06,46.98,0.73,0.78
2025-08-19T23:57:00.000,1.08,46.61,0.74,0.78
2025-08-19T23:58:00.000,1.17,48.21,0.78,0.87
2025-08-19T23:59:00.000,1.20,50.00,0.77,0.92
2025-08-20T00:00:00.000,1.26,50.56,0.80,0.97
2025-08-20T00:01:00.000,1.29,52.01,0.79,1.02
2025-08-20T00:02:00.000,1.30,51.93,0.80,1.02
2025-08-20T00:03:00.000,1.22,49.35,0.79,0.92
2025-08-20T00:04:00.000,1.12,48.43,0.74,0.84
2025-08-20T00:05:00.000,1.07,47.18,0.73,0.79
2025-08-20T00:06:00.000,1.05,47.62,0.71,0.77
2025-08-20T00:07:00.000,1.03,46.82,0.71,0.75
2025-08-20T00:08:00.000,1.03,45.78,0.72,0.74
2025-08-20T00:09:00.000,1.04,46.77,0.71,0.75
2025-08-20T00:10:00.000,1.06,47.77,0.72,0.79
2025-08-20T00:11:00.000,1.05,46.49,0.73,0.76
2025-08-20T00:12:00.000,1.04,46.40,0.72,0.75
2025-08-20T00:13:00.000,1.06,46.57,0.73,0.77
2025-08-20T00:14:00.000,1.05,47.08,0.71,0.77
2025-08-20T00:15:00.000,1.03,46.43,0.71,0.75
2025-08-20T00:16:00.000,1.04,46.62,0.72,0.76
2025-08-20T00:17:00.000,1.04,46.19,0.72,0.75
2025-08-20T00:18:00.000,1.02,46.34,0.71,0.74
2025-08-20T00:19:00.000,1.02,45.93,0.71,0.73
2025-08-20T00:20:00.000,1.02,46.73,0.70,0.74
2025-08-20T00:21:00.000,1.04,47.31,0.70,0.76
2025-08-20T00:22:00.000,1.06,46.73,0.72,0.77
2025-08-20T00:23:00.000,1.06,47.06,0.73,0.78
2025-08-20T00:24:00.000,1.08,46.70,0.74,0.78
2025-08-20T00:25:00.000,1.11,47.99,0.74,0.82
2025-08-20T00:26:00.000,1.12,47.88,0.75,0.83
2025-08-20T00:27:00.000,1.10,47.42,0.75,0.81
2025-08-20T00:28:00.000,1.08,47.65,0.72,0.79
2025-08-20T00:29:00.000,1.04,46.64,0.71,0.75
2025-08-20T00:30:00.000,1.04,46.80,0.71,0.75
2025-08-20T00:31:00.000,1.02,46.00,0.71,0.73
2025-08-20T00:32:00.000,1.02,46.28,0.70,0.74
2025-08-20T00:33:00.000,1.02,46.24,0.70,0.74
2025-08-20T00:34:00.000,1.06,46.73,0.73,0.77
2025-08-20T00:35:00.000,1.14,47.33,0.77,0.83
2025-08-20T00:36:00.000,1.22,49.69,0.79,0.93
2025-08-20T00:37:00.000,1.25,49.99,0.80,0.96
2025-08-20T00:38:00.000,1.27,50.32,0.81,0.98
2025-08-20T00:39:00.000,1.28,51.41,0.80,1.00
2025-08-20T00:40:00.000,1.20,49.31,0.78,0.91
2025-08-20T00:41:00.000,1.16,49.07,0.76,0.88
2025-08-20T00:42:00.000,1.15,49.41,0.75,0.87
2025-08-20T00:43:00.000,1.15,49.43,0.75,0.87
2025-08-20T00:44:00.000,1.32,61.72,0.63,1.16
2025-08-20T00:45:00.000,1.42,65.22,0.60,1.29
2025-08-20T00:46:00.000,1.38,64.94,0.59,1.25
2025-08-20T00:47:00.000,1.43,62.22,0.67,1.27
2025-08-20T00:48:00.000,1.48,60.13,0.74,1.29
2025-08-20T00:49:00.000,1.51,58.41,0.79,1.29
2025-08-20T00:50:00.000,1.43,57.44,0.77,1.20
2025-08-20T00:51:00.000,1.33,56.29,0.74,1.10
2025-08-20T00:52:00.000,1.32,54.65,0.76,1.07
2025-08-20T00:53:00.000,1.24,54.79,0.72,1.01
2025-08-20T00:54:00.000,1.16,53.91,0.68,0.94
